"subject";"id";"subject";"thread";"from_unixtime(jos_kunena_messages.time,'%Y-%m-%dT%T')";"message"
"温哥华2015届Burnaby小组2018年8月14日共修";"3942";"温哥华2015届Burnaby小组2018年8月14日共修";"475";"2018-08-14T11:30:39";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2018年8月14日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )共修内容:因果不虚之：从《佛说稻秆经》谈佛教人生观和世界观 复习（第1次）主持师兄：圆航"
"温哥华2016届Burnaby小组2018年8月22日共修";"3943";"温哥华2016届Burnaby小组2018年8月22日共修";"476";"2018-08-20T00:52:41";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2018年8月22日星期三6：30pm网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )学习内容: 轮回过患第五课 --- 人类病苦和死苦上师开示视频 （99-125分钟）：www.huidengzhiguang.com/index.php/huiden...04-20-16/1103-l16006 https://www.youtube.com/watch?v=ua2LD9lUlbg阅读材料：《大圆满前行 普贤上师言教》 病苦和死苦部分其他辅助资料：《前行备忘录》《阿难入胎经》及《菩提道次第广论》串讲师兄：圆信 (冯维)主持师兄：Joyce===================病苦和老苦的思考题1.请简述病苦和死苦分别可从哪五个方面进行思考？2.如何在痛苦的轮回中过一个相对完美的人生及有安全感的生活？3.如何做一个先知先觉的人？4.除了金钱，我们还有什么办法来面对现实？"
"温哥华2018届Burnaby小组2018年8月20日共修";"3944";"温哥华2018届Burnaby小组2018年8月20日共修";"477";"2018-08-20T18:55:10";"诸法等性本基法界中, 自现圆满三身游舞力;离障本来怙主龙钦巴, 祈请无垢光尊常护我.18年8月20日星期一下午6：30Burnaby道场、Richmond道场、网络共修                                        共修Zoom房间号码7789995278 (  ( zoom.us/j/7789995278 ) )学习内容: 《生存的方式与生存的意义》   第一次，共两次         上师开示视频http://www.huidengzhiguang.com/index.php/huideng-jiangtang/fofa-jianxiu/2016-07-21-09-20-23/918-l06018?title=教材阅读:http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-4/211-a00056串讲师兄: Luyee                              主持师兄：Bob"
"温哥华2018届Burnaby小组2018年8月20日共修";"3945";"温哥华2018届Burnaby小组2018年8月20日共修";"477";"2018-08-21T12:19:06";"思考题                                           1.修习大圆满等法前的基础是什么？                                                2.为什么上师说能够断除烦恼的是佛法？                                        3. 动物的生存方式和意义是什么？                                                4. 过度追求生活品质会给我们带 来幸福吗？                                     5.文明病的三大根源是什么？      6.佛对我们的生活模式有什么要求？                                                7.你愿意过像米拉日巴尊者那样的生活吗？为什么？                     8. 如果可以重新选择，你还愿意 过跟现在一样的生活吗？为什么？9. 在家人可不可以住别墅，开豪 车？                                                10. 简单的生活方式可以给你带来什么？有什么好处？有什么坏 处？                                                11. 生存的方式中关键性原则是什么？                                                12.你的生活方式在学佛后有什么 改变吗？                                     13.你周围有能让你羡慕的人吗？你为什么羡慕ta？"
"温哥华2015届Burnaby小组2018年8月21日共修";"3946";"温哥华2015届Burnaby小组2018年8月21日共修";"478";"2018-08-21T12:22:06";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2018年8月21日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )共修内容:因果不虚之：从《佛说稻秆经》谈佛教人生观和世界观 复习（第2次）主持师兄：圆信Sherry"
"温哥华2018届慧灯小组2018年8月27日共修通知";"3947";"温哥华2018届慧灯小组2018年8月27日共修通知";"479";"2018-08-26T19:15:56";"2018届温哥华慧灯小组共修通知：诸法等性本基法界中                    自现圆满三身游舞力离障本来怙主龙钦巴                   祈请无垢光尊常护我2018年8月27日星期一下午6：30 （温哥华时间）Burnaby道场、Richmond道场、网络共修                                       共修Zoom房间号码7789995278 ( zoom.us/j/7789995278 )学习内容: 《生存的方式与生存的意义》  第二次，共两次        上师开示视频：[url=https://www.youtube.com/watch?v=eotV74D_EYg]https://www.youtube.com/watch?v=eotV74D_EYg[/url]教材阅读：[url=http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-4/211-a00056]http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-4/211-a00056[/url]串讲师兄: Luyee                        主持师兄：Bob"
"温哥华2018届慧灯小组2018年8月27日共修通知";"3948";"温哥华2018届Burnaby小组2018年8月27日共修";"479";"2018-08-26T19:17:01";"思考题1.你认为学佛人的生存意义是什么？2.有些人想挣更多的钱，然后去 供养三宝，这样好不好？            3.飞蛾为什么要扑火？我们比飞 蛾聪明吗？                                    4.什么是菩萨的堕落？                  5.我们凡夫反复投身的原因是什么？如何才能够断除轮回？        6.你认为解脱的道路应该从哪里做起？                                          7.有人说我现在非常好，想要的  都有了，我不需要解脱，这种想 法你认同吗？                                8.真正区分生存的方式和意义的 标准是什么？你认为你具备这个 标准了吗？                                    9.你认为什么是修行的进步？      10.我们应当为未来的死亡做些什么准备？                                        11.你认为马云以后有可能成为一 个好的修行人吗？为什么？"
"温哥华2016届Burnaby小组2018年8月29日共修";"3949";"温哥华2016届Burnaby小组2018年8月29日共修";"480";"2018-08-27T00:17:10";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2018年8月29日星期三6：30pm网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )学习内容: 轮回过患第六课 --- 轮回痛苦的修法结果上师开示视频 （3-52分钟）：http://www.huidengzhiguang.com/index.php/huideng-jiangtang/2016-07-21-09-15-04/2017-01-20-04-20-16/1104-l16007https://www.youtube.com/watch?v=vY1khMxSxls阅读材料：无串讲师兄：圆音主持师兄：圆信（冯维）"
"温哥华2015届Burnaby小组2018年8月28日共修暂停一次";"3950";"温哥华2015届Burnaby小组2018年8月28日共修暂停一次";"481";"2018-08-27T21:47:46";"温哥华2015届Burnaby小组2018年8月28日共修暂停一次"
"温哥华2016届Burnaby小组2018年9月5日共修";"3951";"温哥华2016届Burnaby小组2018年9月5日共修";"482";"2018-08-31T19:26:28";"[attachment=182]怨憎会苦串讲-圆晶.rtf[/attachment]诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2018年9月5日星期三6：30pm网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )学习内容: 轮回过患第七课 ---怨憎会苦上师开示视频 （52-72分钟）：http://www.huidengzhiguang.com/index.php/huideng-jiangtang/2016-07-21-09-15-04/2017-01-20-04-20-16/1104-l16007https://www.youtube.com/watch?v=vY1khMxSxls阅读材料：《大圆满前行 普贤上师言教》 怨憎会苦部分其他辅助资料：《前行备忘录》，《菩提道次第广论》串讲师兄：圆晶主持师兄：圆音"
"2018届温哥华慧灯小组2018年9月3日共修通知";"3952";"2018届温哥华慧灯小组2018年9月3日共修通知";"483";"2018-09-02T23:50:10";"2018届温哥华慧灯小组共修通知：诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我2018年9月3日星期一下午 6：30 （温哥华时间）Burnaby道场、Richmond道场、网络共修共修Zoom房间号码7789995278 ( zoom.us/j/7789995278 )学习内容: 第一阶段复习（三个差别，三殊胜，生存的方式和生存的意义）串讲师兄: 贾新华主持师兄：Bob"
"温哥华2015届Burnaby小组2018年9月4日共修";"3953";"温哥华2015届Burnaby小组2018年9月4日共修";"484";"2018-09-04T10:18:29";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2018年9月4日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚之：从《佛说稻秆经》谈佛教人生观和世界观 复习（第3次）主持师兄：圆施Wendy"
"温哥华2016届Burnaby小组2018年9月12日共修";"3954";"温哥华2016届Burnaby小组2018年9月12日共修";"485";"2018-09-08T22:29:22";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2018年9月12日星期三6：30pm网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )轮回过患第八课学习内容:1.怨憎会苦 （回顾） 2.爱别离苦上师开示视频 （72-85分钟）：www.huidengzhiguang.com/index.php/huiden...04-20-16/1104-l16007https://www.youtube.com/watch?v=vY1khMxSxls阅读材料：大圆满前行 普贤上师言教》 爱别离苦串讲师兄：圆功主持师兄：圆晶"
"温哥华2018届慧灯小组2018年9月10日共修";"3955";"温哥华2018届慧灯小组2018年9月10日共修";"486";"2018-09-10T19:21:41";"18届温哥华慧灯小组共修通知：诸法等性本基法界中  自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我2018年9月10日 星期一 6：30-9:30Burnaby道场、Richmond道场、网络共修  共修Zoom房间号码7789995278 ( [url=https://zoom.us/j/7789995278]https://zoom.us/j/7789995278[/url] )学习内容: 第一阶段复习 第二次复习三个差别、三殊胜、生存的方式和生存的意义     串讲师兄: 贾新华                              主持师兄：Bob"
"温哥华2015届Burnaby小组2018年9月11日共修";"3956";"温哥华2015届Burnaby小组2018年9月11日共修";"487";"2018-09-10T19:22:46";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2018年9月11日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚之：从《佛说稻秆经》谈佛教人生观和世界观 复习（第4次）主持师兄：圆航"
"温哥华2015届Burnaby小组2018年9月11日共修";"3957";"温哥华2015届Burnaby小组2018年9月11日共修";"487";"2018-09-11T20:21:02";"[attachment=183]佛说稻秆经-科判及上师讲解.docx[/attachment]"
"温哥华2016届Burnaby小组2018年9月19日共修";"3958";"温哥华2016届Burnaby小组2018年9月19日共修";"488";"2018-09-14T19:07:52";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2018年9月19日星期三6：30pm网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )轮回过患第九课学习内容:1.爱别离苦 （回顾） 2.不欲临苦上师开示视频 （85-89分钟）：www.huidengzhiguang.com/index.php/huiden...04-20-16/1104-l16007https://www.youtube.com/watch?v=vY1khMxSxls阅读材料：大圆满前行 普贤上师言教》 不欲临苦串讲师兄：Tracy主持师兄：圆功"
"2018届温哥华慧灯小组2018年9月10日共修通知（补）";"3959";"2018届温哥华慧灯小组2018年9月10日共修通知（补）";"489";"2018-09-15T04:54:07";"2018届温哥华慧灯小组共修通知：诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我2018年9月10日星期一下午 6：30 （温哥华时间）Burnaby道场、Richmond道场、网络共修共修Zoom房间号码7789995278 ( zoom.us/j/7789995278 )学习内容:第一阶段复习（三个差别，三殊胜，生存的方式和生存的意义）第二次/共两次串讲师兄: 贾新华主持师兄：Bob"
"2018届温哥华慧灯小组2018年9月17日共修通知";"3960";"2018届温哥华慧灯小组2018年9月17日共修通知";"490";"2018-09-15T04:57:11";"18届温哥华慧灯小组共修通知：                         诸法等性本基法界中        自现圆满三身游舞力         离障本来怙主龙钦巴        祈请无垢光尊常护我         2018年9月17日                                     星期一下午6：30 (温哥华时间)                          Burnaby道场、Richmond道场、网络共修                 网络共修Zoom房间号码7789995278 ( zoom.us/j/7789995278 )学习内容: 佛教徒的生活模式                           第一次/共两次                                          视频链接：[url=https://www.youtube.com/watch?v=vOQ21vmA_wA&index=8&list=PL7aUyQTIJqAhB-EbnDWQDLmq1BJxa4CWq]https://www.youtube.com/watch?v=vOQ21vmA_wA&index=8&list=PL7aUyQTIJqAhB-EbnDWQDLmq1BJxa4CWq[/url]      文字链接：[url=http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-6/187-a00076]http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-6/187-a00076[/url]                                       串讲师兄: Oscar                                      主持师兄：Emma思考题1.	上师为什么要讲佛教徒的生活模式？2.	中观的两边是什么？3.	什么是佛教徒生活模式的两边？什么叫不堕两边？4.	如果生活的太贫困的话，对修行会产生什么问题？5.	在低于生活标准的时候，是不是应该先努力改善生活，等生活改善了之后，再去去修行?6.	在什么情况下佛教徒可以过比较优雅的生活？7.	有些人觉得生活没意思、无聊，这是不是出离心？8.	在佛教看来，众生流转轮回与走向解脱的因分别是什么？9.	外道修苦行的错误观点是什么？什么是真正的苦行？10.	对于佛教的“不堕两边”是否有清晰的认识？"
"2018届温哥华慧灯小组2018年10月1日共修通知";"3961";"2018届温哥华慧灯小组2018年10月1日共修通知";"491";"2018-09-15T05:02:56";"18届温哥华慧灯小组共修通知：诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我2018年10月1日星期一下午6：30 (温哥华时间)Burnaby道场、Richmond道场、网络共修网络共修Zoom房间号码7789995278 ( https://zoom.us/j/7789995278 )学习内容: 佛教徒的生活模式第二次/共两次视频链接：[url= https://www.youtube.com/watch?v=vOQ21vmA_wA&index=8&list=PL7aUyQTIJqAhB-EbnDWQDLmq1BJxa4CWq ] https://www.youtube.com/watch?v=vOQ21vmA_wA&index=8&list=PL7aUyQTIJqAhB-EbnDWQDLmq1BJxa4CWq [/url]文字链接： [url=http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-6/187-a00076]http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-6/187-a00076[/url] 串讲师兄: Oscar主持师兄：Emma思考题1.	自己是否认识到佛教徒的生活模式的内容和重要性？2.	应如何认识苦行的意义、少欲知足的原则、信仰的价值？3.	对于金钱与幸福的关系，是否有了清晰的认识？4.	你认为人类幸福感的来源是什么？应当到哪里去寻找？5.	什么是佛给我们制定的生活法则和原则？6.	追求奢侈生活的过患是什么？7.	你有什么有效的控制/消解欲望的方法？8.	有些物质条件好的人认为现在该吃的吃、该玩的玩，甚至过度地去享受物质，等到一定程度的时候自然会产生一种物极必反或是腻了的感觉从而不再贪恋物质。这个时候再去修行，可以事半功倍。你觉得这种方法可行吗？有条件的话想不想试试？9.	你觉得现在过的幸福吗？学习佛法后有没有过的比以前幸福？10.	现代社会的主流价值观认为应该多挣钱追求更多的物质财富，你是怎样在这样的大环境中独善其身，做到少欲知足的？"
"2018届温哥华慧灯小组2018年9月17日共修通知";"3962";"2018届温哥华慧灯小组2018年9月17日共修通知";"490";"2018-09-17T19:46:55";"[attachment=184]佛教徒的生活模式(1).pptx[/attachment]"
"温哥华2015届Burnaby小组2018年9月18日共修";"3963";"温哥华2015届Burnaby小组2018年9月18日共修";"492";"2018-09-18T18:58:58";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2018年9月18日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚之：从《佛说稻秆经》谈佛教人生观和世界观 复习（第5次）主持师兄：圆施Wendy"
"温哥华2015届Burnaby小组2018年9月18日共修";"3964";"温哥华2015届Burnaby小组2018年9月18日共修";"492";"2018-09-18T19:00:23";"[attachment=185]佛说稻秆经-笺注版.docx[/attachment]"
"温哥华2016届Burnaby小组2018年9月26日共修";"3965";"温哥华2016届Burnaby小组2018年9月26日共修";"493";"2018-09-21T19:18:42";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2018年9月26日星期三6：30pm网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )轮回过患第十课学习内容:1.不欲临苦 （回顾） 2.求不得苦上师开示视频 （89-97分钟）：www.huidengzhiguang.com/index.php/huiden...04-20-16/1104-l16007https://www.youtube.com/watch?v=vY1khMxSxls阅读材料：《大圆满前行 普贤上师言教》 求不得苦串讲：圆解师兄主持和小结：Tracy师兄"
"2018届温哥华慧灯小组2018年10月1日共修通知";"3966";"2018届温哥华慧灯小组2018年9月24日共修通知";"491";"2018-09-24T12:40:27";"串讲PPT： [attachment=186]佛教徒的生活模式(v6).pptx[/attachment]上师讲幸福的奥秘： [attachment=187]上师讲幸福的奥秘.docx[/attachment]"
"2018届温哥华慧灯小组2018年9月24日共修暂停一次（中秋节）";"3967";"2018届温哥华慧灯小组2018年9月24日共修暂停一次（中秋节）";"494";"2018-09-24T15:20:20";"18届温哥华慧灯小组今晚(9月24日周一)共修暂停通知：                        诸法等性本基法界中                                  自现圆满三身游舞力                                  离障本来怙主龙钦巴                                   祈请无垢光尊常护我                                  考虑到今天是中秋佳节，阖家团圆的日子，我们温哥华慧灯4组今晚的共修取消，下周一继续。敬请各位师兄相互转告。恭祝各位师兄中秋节快乐，阖家团圆，吉祥圆满！2018年9月24日"
"温哥华2015届Burnaby小组2018年9月25日共修";"3968";"温哥华2015届Burnaby小组2018年9月25日共修";"495";"2018-09-25T12:45:26";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2018年9月25日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚之：从《佛说稻秆经》谈佛教人生观和世界观 复习（第6次）主持师兄：圆航"
"温哥华2016届Burnaby小组2018年10月3日共修";"3969";"温哥华2016届Burnaby小组2018年10月3日共修";"496";"2018-09-28T15:51:27";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2018年10月3日星期三6：30pm网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )轮回过患第十一课学习内容:1. 修法总结 (视频)2. 人类八苦复习小结上师开示视频 （97-125分钟）：www.huidengzhiguang.com/index.php/huiden...04-20-16/1104-l16007https://www.youtube.com/watch?v=vY1khMxSxls阅读材料：《大圆满前行 普贤上师言教》串讲：Bob师兄主持和小结：Tracy师兄"
"温哥华2015届Burnaby小组2018年10月2日共修";"3970";"温哥华2015届Burnaby小组2018年10月2日共修";"497";"2018-10-02T10:51:48";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2018年10月2日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )共修内容:因果不虚之：从《佛说稻秆经》谈佛教人生观和世界观 复习（第7次）主持师兄：圆信Sherry"
"温哥华2018届Burnaby/Richmond小组2018年10月8日共修";"3971";"温哥华2018届Burnaby/Richmond小组2018年10月8日共修";"498";"2018-10-06T11:29:45";"18届温哥华慧灯小组共修通知：                        诸法等性本基法界中自现圆满三身游舞力                     离障本来怙主龙钦巴  祈请无垢光尊常护我                                  时间：2018年10月8日星期一                  下午6：30（温哥华时间）           地点：                                             Burnaby道场、Richmond道场、 网络（Zoom房间号码  7789995278，https://zoom.us/j/7789995278 )                               学习内容：                                     如何做一个标准的居士                 第一次（居士的见解） 视频看到大约1:19:00          共三次              第一个视频链接：                         https://www.youtube.com/watch?v=W-ZmQRzEDpY             第二个视频链接：https://www.youtube.com/watch?v=3eRyggZABl4                文字链接：                                     http://www.huidengzhiguang.com/index.php/huideng-zhiguang/huideng-zhiguang-4/213-a00057                                           串讲师兄: Vicky & Vanessa          主持师兄：Bob"
"温哥华2018届Burnaby/Richmond小组2018年10月8日共修";"3972";"温哥华2018届Burnaby/Richmond小组2018年10月8日共修";"498";"2018-10-06T11:31:16";"[attachment=188]第一册 第五课《如何做一个标准居士》学修笔记[/attachment] [attachment=188]file_98742bc.doc[/attachment] [attachment=189]居士的见解思考题.docx[/attachment] [attachment=190]居士見解.pptx[/attachment] [attachment=191]居士見解.pdf[/attachment]"
"温哥华2018届Burnaby/Richmond小组2018年10月8日共修";"3973";"温哥华2018届Burnaby/Richmond小组2018年10月8日共修";"498";"2018-10-07T23:22:01";"居士的见解思考题：1.  什么叫居士？什么叫善法？预备阿罗汉需要具备哪三个条件？2.  根据佛教的观点，前世的信息是如何带到后世的？你相信吗？3.  为什么佛说凡夫不要去观察因果？4.  善良的人死后堕入恶趣，以及恶人死后升入天堂是否代表因果不存在？为什么？5.  佛法也用“解放思想”这个词，谁需要解放思想？为什么要解放？6.  见解和概念的区别是什么？证悟和见解的区别是什么？7.  什么是人无我？什么是法无我？8.  自己对于基础修法的重要性是否有了足够的认识？9.  什么是居士的三种层次的见解？你具备了哪些种？10.  分享一下自己参加禅修班以后的改变，有没有什么进步？下一步的重点是什么？"
"温哥华2015届Burnaby小组2018年10月9日共修";"3974";"温哥华2015届Burnaby小组2018年10月9日共修";"499";"2018-10-09T12:17:52";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2018年10月9日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )共修内容:因果不虚之：从《佛说稻秆经》谈佛教人生观和世界观 复习（第8次）主持师兄：圆航"
"温哥华2016届Burnaby小组2018年10月10日共修";"3975";"温哥华2016届Burnaby小组2018年10月10日共修";"500";"2018-10-09T14:51:37";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2018年10月10日星期三6：30pm网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )轮回过患第十二课学习内容:人类八苦复习 （第二次）串讲：Bob师兄主持：Tracy师兄"
"温哥华2015届Burnaby小组2018年10月9日共修";"3976";"温哥华2015届Burnaby小组2018年10月9日共修";"499";"2018-10-09T20:25:31";"[attachment=192]佛说稻秆经-视频8.docx[/attachment]"
"温哥华2016届Burnaby小组2018年10月17日共修";"3977";"温哥华2016届Burnaby小组2018年10月17日共修";"501";"2018-10-12T23:45:34";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2018年10月17日星期三6：30pm网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )轮回过患第13课学习内容:旁生之苦上师开示视频（47-1：24分钟）：http://www.huidengzhiguang.com/index.php/huideng-jiangtang/2016-07-21-09-15-04/2017-01-20-04-20-16/1105-l16008https://www.youtube.com/watch?v=hjxFlmi4rz0阅读材料：《大圆满前行 普贤上师言教》 旁生之苦《慧灯禅修班教材》（第三册） 旁生之苦串讲：圆观师兄主持：Bob师兄"
"温哥华2018届Burnaby/Richmond小组2018年10月15日共修";"3978";"温哥华2018届Burnaby/Richmond小组2018年10月15日共修";"502";"2018-10-14T15:03:00";"18届温哥华慧灯小组共修通知：诸法等性本基法界中自现圆满三身游舞力 离障本来怙主龙钦巴祈请无垢光尊常护我时间：2018年10月15日星期一 下午6：30（温哥华时间）地点：Burnaby道场、Richmond道场、 网络（Zoom房间号码 7789995278，https://zoom.us/j/7789995278 )学习内容：如何做一个标准的居士 第二次（居士的修法）/  共三次第一个视频链接：[video]https://www.youtube.com/watch?v=W-ZmQRzEDpY  [/video]第二个视频链接：[video]https://www.youtube.com/watch?v=3eRyggZABl4  [/video]国内可看的视频链接：[url=http://compaign.tudou.com/v/XMTc3ODQ4Mjc0MA==]http://compaign.tudou.com/v/XMTc3ODQ4Mjc0MA==[/url]文字链接： www.huidengzhiguang.com/index.php/huiden...higuang-4/213-a00057 串讲师兄: Vicky & Vanessa主持师兄：Bob思考题：1.是否认识到了戒律的重要性？2.什么是四加行？为什么要修四加行？3.什么是五加行？为什么要修五加行？4.跳过四加行直接修五加行好吗？什么样的人可以不修加行而直接修密宗？5.是不是只有没文化的人才要念佛？6.类似于生活中的保险，什么是修佛人的终极保险？7.什么是佛教所说的智悲双运？如何修持？8.何谓世间八风？它的危害是什么？9.什么是四无量心？10.对居士下等、中等、上等的修法是否有了清楚的认识？"
"温哥华2015届Burnaby小组2018年10月16日共修";"3979";"温哥华2015届Burnaby小组2018年10月16日共修";"503";"2018-10-16T12:19:55";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我温哥华2015届Burnaby小组2018年10月16日共修星期二晚7:00点网络共修Zoom房间号码： 7789995278 ( https://zoom.us/j/7789995278 )共修内容:因果不虚之：从《佛说稻秆经》谈佛教人生观和世界观 复习（第9次）主持师兄：圆施"
"温哥华2016届Burnaby小组2018年10月24日共修";"3980";"温哥华2016届Burnaby小组2018年10月24日共修";"504";"2018-10-19T15:16:11";"诸法等性本基法界中 自现圆满三身游舞力离障本来怙主龙钦巴 祈请无垢光尊常护我16届温哥华慧灯小组共修2018年10月24日星期三6：30pm网络共修Zoom房间号码： 7789995278 ( zoom.us/j/7789995278 )轮回过患第14课学习内容:  旁生之苦觀看《地球公民》 (第1次 0-45分钟,共2次)https://www.youtube.com/watch?v=qzzf6jDs-mU主持：Frank 师兄"
"温哥华2018届Burnaby/Richmond小组2018年10月22日共修";"3981";"温哥华2018届Burnaby/Richmond小组2018年10月22日共修";"505";"2018-10-22T01:19:37";"18届温哥华慧灯小组共修通知：诸法等性本基法界中自现圆满三身游舞力离障本来怙主龙钦巴祈请无垢光尊常护我时间：2018年10月22日星期一 下午6：30（温哥华时间）地点：Burnaby道场、Richmond道场、 网络（Zoom房间号码 7789995278，https://zoom.us/j/7789995278 )学习内容：如何做一个标准的居士 第二次（居士的修法）/ 共三次第一个视频链接：[video]https://www.youtube.com/watch?v=W-ZmQRzEDpY[/video]第二个视频链接：[video]https://www.youtube.com/watch?v=3eRyggZABl4   [attachment=194]居士的行为.pptx[/attachment][/video]国内可看的视频链接：http://compaign.tudou.com/v/XMTc3ODQ4Mjc0MA== 文字链接： www.huidengzhiguang.com/index.php/huiden...higuang-4/213-a00057 串讲师兄: Vanessa主持师兄：Bob思考题：1.什么是下等的居士行为？2.什么是居士五戒和十善业？3.藏传佛教开许吃肉吗？您吃素了吗？有没有什么困难或建议？4.发现上师和道友的过失应当怎么做？依止上师有什么诀窍？5.什么是中等的居士见解？6.如何理解一些佛、菩萨发的、看似永远实现不了的愿？7.我们平时念诵“大恩上师、三世诸佛、菩萨如何发愿（回向），我亦如是发愿（回向）”的原因？8.什么是上等的居士行为？9 .为什么保持对上师的强烈信心对密乘修行者来说至关重要？10.现阶段我们可以做的见、修、行是什么？您自己认为各处于哪一等？"
